	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
SRX2020723	7983631.0	355818.0	2720728.0	1006928.0	0.0	0.0	0.0	0.0	2779374.0	0.0	0.0	0.0	0.0	1085295.0	35178.0	310.0	4.456844260462439	7983631.0	6976703.0	87.39	1006928.0	12.61	SRX2020723_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7983631.0	0.0	18-100	52.0	15.411139633788991	56.48775851489128	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	8422199	3052877	8422199	489971532	8953588	476046877	2.8419314369472386			0.0882	0.8906	0.0212
SRX2020724	9357711.0	582219.0	3193025.0	1031391.0	0.0	0.0	0.0	0.0	3155756.0	0.0	0.0	0.0	0.0	1327567.0	66719.0	1034.0	6.221810013153857	9357711.0	8326320.0	88.98	1031391.0	11.02	SRX2020724_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9357711.0	0.0	18-100	53.0	16.568269457242938	59.89791114515078	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	9748490	2733171	9748490	602959385	9115703	589628510	2.2109076219122117			0.1121	0.8590000000000001	0.0289
SRX2020725	11010080.0	531771.0	3022874.0	1665024.0	0.0	0.0	0.0	0.0	3174070.0	0.0	0.0	0.0	0.0	2545648.0	69845.0	848.0	4.829855913853487	11010080.0	9345056.0	84.88	1665024.0	15.12	SRX2020725_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11010080.0	0.0	18-100	53.0	15.990802016872776	62.48181829741472	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	11530076	8641406	11530076	790081229	56610042	694559040	12.090173199140768			0.1003	0.8646	0.0352
SRX2020726	9753361.0	509631.0	3218480.0	1331959.0	0.0	0.0	0.0	0.0	3137627.0	0.0	0.0	0.0	0.0	1509471.0	45752.0	441.0	5.225183400880988	9753361.0	8421402.0	86.34	1331959.0	13.66	SRX2020726_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9753361.0	0.0	18-100	52.0	13.582452711520526	59.21050866465416	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	10196287	8122974	10196287	661245485	42500854	581564536	12.050131276132646			0.1002	0.8792	0.0205
SRX2020727	10809879.0	504167.0	3638573.0	1178771.0	0.0	0.0	0.0	0.0	4107869.0	0.0	0.0	0.0	0.0	1332991.0	46706.0	802.0	4.6639467472300105	10809879.0	9631108.0	89.1	1178771.0	10.9	SRX2020727_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10809879.0	0.0	18-100	53.0	13.2865818749056	56.788803463942564	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	11287219	9176656	11287219	702771993	43121613	617951554	12.069410825254671			0.1135	0.8636	0.0228
SRX2020728	11497365.0	484325.0	3262858.0	1912538.0	0.0	0.0	0.0	0.0	3130130.0	0.0	0.0	0.0	0.0	2641772.0	64940.0	802.0	4.212486948096369	11497365.0	9584827.0	83.37	1912538.0	16.63	SRX2020728_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11497365.0	0.0	18-100	53.0	15.24625497611965	61.28870484671923	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	12086137	4330392	12086137	768527310	21592879	740263105	3.6777099046746953			0.0927	0.8783	0.028999999999999998
SRX2020729	9432063.0	388197.0	4422462.0	1238215.0	0.0	0.0	0.0	0.0	2477947.0	0.0	0.0	0.0	0.0	874242.0	30622.0	378.0	4.115716784334456	9432063.0	8193848.0	86.87	1238215.0	13.13	SRX2020729_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9432063.0	0.0	18-100	52.0	11.273822091415973	66.01419244125066	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	9871015	7218097	9871015	700430588	45969802	622834139	11.078392395964295			0.0642	0.9253	0.0105
SRX2020730	13539420.0	670310.0	2900988.0	2299614.0	0.0	0.0	0.0	0.0	4125117.0	0.0	0.0	0.0	0.0	3454172.0	88221.0	998.0	4.950802914748196	13539420.0	11239806.0	83.02	2299614.0	16.98	SRX2020730_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13539420.0	0.0	18-100	53.0	16.12689358739733	60.28599098041127	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	14238702	4532022	14238702	894085770	27427251	860058102	3.80586171279742			0.1138	0.8441	0.042
SRX2020731	8872134.0	590277.0	2920111.0	1191710.0	0.0	0.0	0.0	0.0	2494383.0	0.0	0.0	0.0	0.0	1603608.0	70872.0	1173.0	6.6531569518675	8872134.0	7680424.0	86.57	1191710.0	13.43	SRX2020731_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8872134.0	0.0	18-100	53.0	18.331325017010435	62.927708936767644	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	9459885	2532846	9459885	616538618	15700706	596670200	3.2225747779517038			0.121	0.8482	0.0309
SRX2021818	10005677.0	1487876.0	7068996.0	184511.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1084836.0	177288.0	2170.0	14.870318120403047	10005677.0	9821166.0	98.16	184511.0	1.84	SRX2021818_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10005677.0	0.0	18-76	53.0	13.203481666743805	69.72424394671145	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	10331667	4363902	10331667	785206692	1301042	704029968	10.338261864940907	0.8417	0.0161	0.1422		
SRX2021819	5892847.0	803370.0	4274004.0	97096.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	619269.0	97937.0	1171.0	13.632968919776808	5892847.0	5795751.0	98.35	97096.0	1.65	SRX2021819_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5892847.0	0.0	18-76	53.0	14.513488953978555	68.94644337448436	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	6150201	2705078	6150201	467415276	751400	410897814	12.091487998351171	0.8441	0.0162	0.1397		
SRX2021820	8483570.0	1809145.0	4781781.0	126716.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1523778.0	239552.0	2598.0	21.325279334053945	8483570.0	8356854.0	98.51	126716.0	1.49	SRX2021820_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8483570.0	0.0	18-76	53.0	14.748210719984069	69.92076071748096	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	8718618	3877705	8718618	662614968	1252620	598543020	9.66955941146201	0.8147	0.0203	0.165		
SRX2021821	6797293.0	1263361.0	4193506.0	105316.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1057789.0	175340.0	1981.0	18.58623719766089	6797293.0	6691977.0	98.45	105316.0	1.55	SRX2021821_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6797293.0	0.0	18-76	53.0	15.440241794423173	69.64319384201917	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	6977273	3154654	6977273	530272748	945065	477637542	9.926062804192986	0.8115	0.0191	0.1694		
SRX2021822	5002325.0	1005092.0	2685799.0	111309.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1077544.0	120950.0	1631.0	20.092496988900162	5002325.0	4891016.0	97.77	111309.0	2.23	SRX2021822_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5002325.0	0.0	18-76	53.0	20.219282613753126	69.5897671582714	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	5217614	2537909	5217614	396538664	792603	352069194	11.214409599160804	0.7768	0.0268	0.1964		
SRX2021823	3583231.0	554287.0	2235509.0	87179.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	637168.0	68155.0	933.0	15.46891618207143	3583231.0	3496052.0	97.57	87179.0	2.43	SRX2021823_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3583231.0	0.0	18-76	53.0	20.350112637397466	68.20973752459722	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	3798588	1868915	3798588	288692688	486551	247840660	14.150697159326734	0.8014	0.0237	0.1749		
SRX2021824	14489661.0	5795366.0	2455584.0	482400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4900895.0	852980.0	2436.0	39.996560306000255	14489661.0	14007261.0	96.67	482400.0	3.33	SRX2021824_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14489661.0	0.0	18-76	51.0	10.309958224454894	72.07558272067234	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	14581613	5358105	14581613	1108202588	2269848	1049815835	5.2685992283569725	0.8291	0.0506	0.1203		
SRX2021825	9660500.0	3911257.0	1757229.0	307700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3154123.0	528716.0	1475.0	40.487107292583204	9660500.0	9352800.0	96.81	307700.0	3.19	SRX2021825_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9660500.0	0.0	18-76	51.0	10.9133746901027	72.38980073495159	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	9715656	3488302	9715656	738389856	1446035	702879608	4.809146240492232	0.8320000000000001	0.0496	0.1183		
SRX2021826	11099042.0	2439207.0	765853.0	403207.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6959322.0	530049.0	1404.0	21.97673456862313	11099042.0	10695835.0	96.37	403207.0	3.63	SRX2021826_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11099042.0	0.0	18-76	46.0	7.37520911154811	70.75837103778866	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	11142763	6291574	11142763	846849988	1868418	791476208	6.538794448208697	0.8855	0.0403	0.0742		
SRX2021827	6524546.0	1343851.0	590669.0	249658.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3969440.0	370028.0	900.0	20.596850723406657	6524546.0	6274888.0	96.17	249658.0	3.83	SRX2021827_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6524546.0	0.0	18-76	46.0	8.868300455872099	70.7255471874978	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	6559685	3803759	6559685	498536060	921462	465214168	6.683948198250693	0.8673	0.0436	0.0891		
SRX2021828	11499727.0	2535174.0	1950232.0	472737.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6121939.0	417866.0	1779.0	22.0455146456955	11499727.0	11026990.0	95.89	472737.0	4.11	SRX2021828_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11499727.0	0.0	18-76	48.0	10.907521683757418	68.455129239155	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	11659048	6777962	11659048	886087648	1658365	794640001	10.320383904053699	0.8577	0.0466	0.0958		
SRX2021829	8510387.0	1794366.0	1782526.0	306731.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4327800.0	297619.0	1345.0	21.084423070302208	8510387.0	8203656.0	96.4	306731.0	3.6	SRX2021829_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8510387.0	0.0	18-76	48.0	11.138321234447897	70.11667295506068	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	8584736	4707947	8584736	652439936	1222930	601660342	7.783029700989977	0.8713	0.0357	0.09300000000000001		
SRX2080288	4975469.0	129795.0	4644320.0	21113.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	171954.0	8190.0	97.0	2.6086987980429583	4975469.0	4954356.0	99.58	21113.0	0.42	SRX2080288_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4975469.0	0.0	20-100	52.0	5.580998466940981	94.32046546767752	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	4979158	2094763	4979158	497915800	2562880	470658654	5.474248055594941	0.0054	0.1783	0.8163		
SRX2080289	7355944.0	167336.0	6928253.0	26047.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	225059.0	9146.0	103.0	2.274840591499881	7355944.0	7329897.0	99.65	26047.0	0.35	SRX2080289_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7355944.0	0.0	20-100	51.0	3.904833209133904	96.72020994178314	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	7357738	2850715	7357738	735773800	3022362	713478838	3.0301380668895788	0.0031	0.1829	0.8141		
SRX2080290	9161984.0	120885.0	8699738.0	74856.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	256489.0	9909.0	107.0	1.3194194619855262	9161984.0	9087128.0	99.18	74856.0	0.82	SRX2080290_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9161984.0	0.0	20-100	53.0	3.853784531897338	96.12380920988292	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	9162906	3605827	9162906	916290600	3835573	883178978	3.613659465676064	0.0037	0.2004	0.7959		
SRX2080291	6565762.0	123040.0	6062732.0	66014.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	303912.0	9942.0	122.0	1.8739637531789917	6565762.0	6499748.0	98.99	66014.0	1.01	SRX2080291_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6565762.0	0.0	20-100	53.0	5.0388949311122655	95.55572041752352	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	6577527	2651924	6577527	657752700	3036846	629200449	4.340879330483935	0.0105	0.2106	0.7789		
SRX2080292	4826222.0	105801.0	4416679.0	54399.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	240487.0	8762.0	94.0	2.1922116305466264	4826222.0	4771823.0	98.87	54399.0	1.13	SRX2080292_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4826222.0	0.0	20-100	53.0	5.878952228621312	95.06431407423858	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	4834890	2066007	4834890	483489000	2232976	460183056	4.82036695767639	0.0116	0.2173	0.7711		
SRX2080293	6313891.0	139539.0	5786548.0	97912.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	277180.0	12583.0	129.0	2.2100318171473026	6313891.0	6215979.0	98.45	97912.0	1.55	SRX2080293_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6313891.0	0.0	20-100	53.0	5.438816588826919	94.24201178005764	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	6320299	2773917	6320299	632029900	2677462	596867673	5.5633803084316105	0.0098	0.2004	0.7898		
SRX2080294	3660231.0	255462.0	2877787.0	130879.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	380638.0	15194.0	271.0	6.9793955627390725	3660231.0	3529352.0	96.42	130879.0	3.58	SRX2080294_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3660231.0	0.0	20-100	53.0	9.152288153446275	94.1874542890872	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	3660890	1649863	3660890	366089000	1157464	345804366	5.5409023488823745	0.0047	0.33	0.6653		
SRX2080295	9700619.0	679941.0	7682232.0	320616.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	980639.0	36504.0	687.0	7.009253739374776	9700619.0	9380003.0	96.69	320616.0	3.31	SRX2080295_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9700619.0	0.0	20-100	53.0	7.467858842403344	94.31538915197059	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	9729717	4551449	9729717	972971700	3862604	917828287	5.667524862233917	0.0133	0.3271	0.6596		
SRX2080296	3734889.0	449059.0	2270308.0	291829.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	695303.0	27916.0	474.0	12.023355981931456	3734889.0	3443060.0	92.19	291829.0	7.81	SRX2080296_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3734889.0	0.0	20-100	54.0	14.832236079814011	92.9689198259975	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	3742105	1964246	3742105	374210500	1480755	348429011	6.889568571699617	0.0226	0.3899	0.5875		
SRX2080297	6461250.0	921718.0	3646767.0	587153.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1248933.0	55720.0	959.0	14.265320177984135	6461250.0	5874097.0	90.91	587153.0	9.09	SRX2080297_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6461250.0	0.0	20-100	54.0	14.017846880366607	93.49135693557749	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	6465696	3248223	6465696	646569600	2320917	606080290	6.262173476761048	0.0153	0.4131	0.5716		
SRX2080298	6683972.0	996218.0	3610777.0	631795.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1384727.0	59425.0	1030.0	14.904580689446334	6683972.0	6052177.0	90.55	631795.0	9.45	SRX2080298_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6683972.0	0.0	20-100	54.0	14.02599767815455	94.26422402727002	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	6687551	3140394	6687551	668755100	2461181	632051833	5.488297135976981	0.0157	0.4294	0.5549		
SRX2080299	3631005.0	462962.0	2315230.0	281236.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	544260.0	26870.0	447.0	12.750244078430073	3631005.0	3349769.0	92.25	281236.0	7.75	SRX2080299_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3631005.0	0.0	20-100	54.0	14.494490547185313	93.6385821556291	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	3635160	1789814	3635160	363516000	1366675	341116856	6.161804157176025	0.0113	0.3791	0.6096		
SRX2585812	4447203.0	478376.0	3088480.0	243558.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	608690.0	27635.0	464.0	10.75678353338042	4447203.0	4203645.0	94.52	243558.0	5.48	SRX2585812_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4447203.0	0.0	20-100	53.0	11.173248772871027	96.50557485232855	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	4448945	1715010	4448945	444894500	1449851	430353580	3.2683973391444487	0.0082	0.3785	0.6133		
SRX2585813	8321542.0	873013.0	5321358.0	532617.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1540486.0	53031.0	1037.0	10.491000345849363	8321542.0	7788925.0	93.6	532617.0	6.4	SRX2585813_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8321542.0	0.0	20-100	53.0	10.446906917210152	94.45707129760322	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	8323525	3917870	8323525	832352500	2811987	788524265	5.265585794480104	0.0159	0.4065	0.5776		
SRX2585816	16849718.0	595012.0	5881589.0	9747978.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	587561.0	37019.0	559.0	3.5312875859406074	16849718.0	7101740.0	42.15	9747978.0	57.85	SRX2585816_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16849718.0	0.0	20-100	53.0	12.104429951424985	96.09210979079887	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	16855351	7233273	16855351	1685535100	7664775	1624045064	3.6481017808528575	0.008	0.3278	0.6642		
SRX2585817	8175330.0	318134.0	3208705.0	4287089.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	341307.0	19824.0	271.0	3.891390316965798	8175330.0	3888241.0	47.56	4287089.0	52.44	SRX2585817_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8175330.0	0.0	20-100	52.0	15.228100467140006	95.489996856396	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	8179125	3697550	8179125	817912500	3490844	783120993	4.253695474760442	0.008	0.33299999999999996	0.659		
SRX272832	6888956.0	5478828.0	69402.0	162488.0	0.0	0.0	0.0	0.0	11152.0	0.0	0.0	0.0	0.0	870973.0	287578.0	8535.0	79.53059941157993	6888956.0	6726468.0	97.64	162488.0	2.36	SRX272832_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6888956.0	0.0	18-90	59.0	32.54951447085405	86.92540756538438	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	6890583	2668920	6890583	620152470	15356215	601230277	3.05121625976915			0.4129	0.3045	0.2826
SRX272833	6889064.0	5078658.0	74994.0	166894.0	0.0	0.0	0.0	0.0	17796.0	0.0	0.0	0.0	0.0	1222400.0	318160.0	10162.0	73.72058090910464	6889064.0	6722170.0	97.58	166894.0	2.42	SRX272833_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6889064.0	0.0	20-90	59.0	32.2895543865673	87.09267674099121	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	6890583	1789049	6890583	620152470	15824367	601884284	2.945757194194518			0.4114	0.3034	0.2853
SRX272834	6457690.0	4770543.0	42593.0	134243.0	0.0	0.0	0.0	0.0	12922.0	0.0	0.0	0.0	0.0	1215276.0	274900.0	7213.0	73.87383104484732	6457690.0	6323447.0	97.92	134243.0	2.08	SRX272834_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6457690.0	0.0	18-90	59.0	30.96843883127279	87.61060286263356	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	6458992	1943272	6458992	581309280	10743834	567699396	2.341246642406948			0.4308	0.2892	0.2801
SRX272835	6731398.0	5136149.0	251896.0	92584.0	0.0	0.0	0.0	0.0	8821.0	0.0	0.0	0.0	0.0	911586.0	323479.0	6883.0	76.30137157244306	6731398.0	6638814.0	98.62	92584.0	1.38	SRX272835_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6731398.0	0.0	20-90	58.0	30.394616330249914	86.42392026143752	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	6736310	1618689	6736310	606267900	20027620	584048044	3.6650226739697094			0.4334	0.2947	0.2719
SRX3141764	14222451.0	6371292.0	33240.0	611108.0	0.0	0.0	0.0	0.0	14881.0	0.0	0.0	0.0	0.0	6798674.0	377414.0	15842.0	44.79742626640092	14222451.0	13611343.0	95.7	611108.0	4.3	SRX3141764_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14222451.0	0.0	20-151	56.0	14.649898367341983	148.64669760507525	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	14240146	4288900	14240146	2150262046	2793347	2119403536	1.4351046216624708			0.287	0.0267	0.6864
SRX3141766	17549217.0	9247620.0	14399.0	750062.0	0.0	0.0	0.0	0.0	16790.0	0.0	0.0	0.0	0.0	6997815.0	503507.0	19024.0	52.69534247596346	17549217.0	16799155.0	95.73	750062.0	4.27	SRX3141766_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17549217.0	0.0	20-151	56.0	13.626062357402661	146.7344790938536	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	17569753	6708205	17569753	2653032703	12656157	2574348115	2.9658355854801535			0.3273	0.0297	0.643
SRX3141767	19036544.0	8215537.0	11105.0	790903.0	0.0	0.0	0.0	0.0	14390.0	0.0	0.0	0.0	0.0	9527541.0	460736.0	16332.0	43.156662259704284	19036544.0	18245641.0	95.85	790903.0	4.15	SRX3141767_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19036544.0	0.0	20-151	55.0	11.76232307145315	147.06136470989694	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	19061490	6868932	19061490	2878284990	14281376	2798675098	2.7658794134906013			0.2821	0.0239	0.6940000000000001
SRX3141769	17746544.0	9157011.0	14909.0	751167.0	0.0	0.0	0.0	0.0	18393.0	0.0	0.0	0.0	0.0	7228874.0	559911.0	16279.0	51.598840878539505	17746544.0	16995377.0	95.77	751167.0	4.23	SRX3141769_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17746544.0	0.0	20-151	56.0	14.568188405764484	145.32670547009042	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	17767023	7677266	17767023	2682820473	13939260	2574351544	4.043093084000033			0.3347	0.031	0.6343
SRX3141770	18387735.0	8993659.0	13913.0	862462.0	0.0	0.0	0.0	0.0	17643.0	0.0	0.0	0.0	0.0	8016607.0	463430.0	20021.0	48.91118454774339	18387735.0	17525273.0	95.31	862462.0	4.69	SRX3141770_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18387735.0	0.0	20-151	56.0	15.317615660675356	146.63531669343726	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	18409834	6977772	18409834	2779884934	14764907	2691133008	3.192647469486951			0.3153	0.0244	0.6603
SRX3166179	6600445.0	5411305.0	1465.0	496040.0	0.0	0.0	0.0	0.0	1447.0	0.0	0.0	0.0	0.0	470316.0	209124.0	10748.0	81.98394199178995	6600445.0	6104405.0	92.48	496040.0	7.52	SRX3166179_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6600445.0	0.0	20-90	59.0	36.07433763554037	86.71489937420885	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	6603134	1653510	6603134	594282060	17808183	574202255	3.3788341179271			0.3817	0.3129	0.3054
SRX3166181	4706546.0	3795116.0	3022.0	322597.0	0.0	0.0	0.0	0.0	5159.0	0.0	0.0	0.0	0.0	425873.0	147934.0	6845.0	80.63484347119946	4706546.0	4383949.0	93.15	322597.0	6.85	SRX3166181_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4706546.0	0.0	18-90	59.0	39.3081616804847	86.59110948878435	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	4707750	1870178	4707750	423697500	12032973	409177078	3.4270728526838137			0.3969	0.3095	0.2936
SRX3166182	12226137.0	10271547.0	7068.0	457098.0	0.0	0.0	0.0	0.0	14624.0	0.0	0.0	0.0	0.0	1117284.0	324348.0	34168.0	84.01302062949237	12226137.0	11769039.0	96.26	457098.0	3.74	SRX3166182_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12226137.0	0.0	20-100	60.0	23.062487432089576	99.41108757410456	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	12228239	3191087	12228239	1222823900	224274	1218069610	0.3887959664510973			0.4517	0.2746	0.2737
SRX3721462	1687232.0	1296106.0	11878.0	46770.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	277468.0	53664.0	1346.0	76.8184813943785	1687232.0	1640462.0	97.23	46770.0	2.77	SRX3721462_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1687232.0	0.0	20-151	59.0	46.65831596479674	141.3493088087471	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	1690746	198551	1690746	240197677	841989	238519201	0.6987894391668076	0.027000000000000003	0.6126	0.3605		
