,WT_R1,WT_R2,WT_R3,WT_R4,A3_R1,A3_R2,A4_R1,A4_R2,DRelA_R1,DRelA_R2
PP_4982,5.965381112,5.933562193,6.127139449,6.244137304,6.284442603,6.341550093,5.262666908,5.480751388,5.619671055,5.695669716
PP_4983,5.996016058,5.964272689,6.110377447,6.264059083,6.986476929,6.990816476,6.926478931,6.970566972,5.064146958,5.087148422
PP_4984,7.03177436,7.046353893,6.82453617,6.756207859,7.472840589,7.35343642,7.211057603,7.197108856,6.762506342,6.888906789
PP_4985,3.864792122,4.077475285,4.502802244,4.415352059,5.223988182,5.251389875,5.338338297,5.35315414,5.161768077,5.280915568
PP_4986,3.36838207,3.625112647,3.711775992,4.302999704,3.909707459,4.006849645,4.076610763,4.199507561,4.210496014,4.345035558
PP_4987,3.858518099,3.86883696,3.988258063,3.93390876,5.378059296,5.189080088,4.417905533,4.645340452,4.166233426,4.37329803
PP_4988,5.50339838,5.766710103,5.839476213,6.007394272,6.939458354,6.892504404,6.261075569,6.348158854,6.059240599,6.407042216
PP_4989,5.326319418,5.574943579,5.667482204,5.779238712,6.424656248,6.306589228,5.524103263,5.6610085,6.14053372,6.41287831
PP_4990,3.805305024,3.580440759,4.680209628,4.644532889,5.698158415,5.689404154,5.776225097,5.664911245,4.641224916,5.4950679
PP_4991,7.237341644,7.427206477,7.292046762,7.704113403,7.322037809,7.392239197,7.255863079,7.284309461,7.385964626,7.352367109
PP_4992,6.882634709,7.223941989,6.854524548,7.107018391,6.83181969,7.002126646,6.848729729,6.758653714,7.791694336,7.752765703
PP_4993,6.816034695,6.992005754,6.812390923,6.64059085,7.619771249,7.549936646,7.577021583,7.645606599,6.930449184,7.17398068
PP_4994,4.846036497,5.121184798,4.71429246,4.719003811,5.965064423,5.861137867,6.182380721,5.90786224,5.307027987,5.675583308
PP_4995,6.870354837,7.023078112,6.706807069,6.759187593,6.47913752,6.619547354,6.198161875,6.093007788,6.795929189,7.016546765
PP_4996,5.13662711,5.222439523,4.495350415,4.892540763,4.667046014,4.999485768,4.916066271,4.430209018,5.452770729,5.809650269
PP_4997,5.581330713,5.724056941,5.800781661,6.129806293,5.547165164,5.480933102,5.653957586,5.968534411,6.304324552,6.70216299
PP_4998,6.634625195,6.895474546,6.589748963,6.772713419,7.315759542,7.066682464,7.68514025,7.787263644,7.714635499,7.849664293
PP_4999,6.106535634,6.270018517,6.493683002,6.737877458,7.337367864,7.173266853,7.586649028,7.726870787,7.692386727,7.764322082
PP_5000,7.730119044,8.371427106,7.809260049,7.549676633,8.333489053,7.550071719,9.026303484,8.9543002,9.323844018,9.861539573
PP_5001,7.621391643,8.027652456,7.779110801,7.51123841,9.74730596,8.889535332,10.2227657,10.1429203,8.960553656,9.785095375
PP_5002,6.811090389,6.698052596,6.411910071,6.204789805,2.48095351,2.435654634,2.993605253,2.763550798,3.637083368,4.684889809
PP_5003,9.573199005,9.419675474,8.946946387,8.831362394,8.871037995,8.824932387,8.174758035,8.212279444,7.026231661,7.352854854
PP_5004,7.03665992,6.954073054,6.869490412,6.938026454,7.354802685,7.158844028,6.609053181,6.809260034,5.342677931,5.932191113
PP_5005,7.131695765,7.052300005,6.703322761,6.958109015,6.677843687,6.878023043,5.841500634,6.198891241,5.01202962,5.66444429
PP_5006,6.521407684,6.463574434,6.181481794,6.424841957,7.16092239,7.204778475,6.331122447,6.416794868,4.93858338,5.406774051
PP_5007,10.86527212,10.60411029,10.39290094,10.81043274,10.52238005,10.77571828,9.548347057,9.582631419,7.350048511,7.89689713
PP_5008,9.152245902,9.040523151,8.792205178,8.832502039,8.061202708,8.216439235,9.414303539,9.504071056,6.492200382,6.840999632
PP_5009,2.667862183,2.407430479,1.285896587,2.044489476,1.814187551,1.951005822,1.462205487,1.598281234,1.795620759,1.812184267
PP_5010,5.35667839,5.237292149,6.134021581,6.542573248,6.798196226,7.008012781,5.43326255,5.324595909,5.307507971,5.896325101
PP_5011,9.116466638,8.887274941,8.492043915,8.414467302,8.095123907,8.001671451,8.682043586,8.863571005,8.730236018,8.728693846
PP_5012,6.092331719,5.978639886,6.311522986,6.240082082,6.855113684,6.763410238,6.985976446,6.88180405,7.031677053,7.149533433
PP_5013,6.817490385,6.795617611,6.993172329,6.867458332,6.742707417,6.642258733,6.893958619,6.869739595,7.794738585,7.650777813
PP_5014,7.106095712,7.193011161,7.867358695,8.087868943,7.807707386,8.057943271,7.679209705,7.766069928,8.129681477,8.033836826
PP_5015,6.079491192,5.759238205,6.540637142,6.601651945,4.656658958,4.026134543,4.689482157,3.938017228,6.339166967,6.316045588
PP_5016,6.659483007,6.702321749,7.5280744,7.677258135,6.517980217,6.608585934,6.556494336,6.490372651,6.969781221,6.511213797
PP_5017,4.355103378,4.134997173,4.841621625,4.722939499,7.402447091,7.591254897,7.662397876,7.628498615,5.621101304,5.338026083
PP_5018,4.993550869,5.22776154,4.798207158,4.681252079,5.806400204,5.839031567,5.791506351,5.863636208,6.861323221,6.784804169
PP_5019,4.49115462,4.516187119,4.652570066,4.537647643,4.479766833,4.872302532,4.183252956,4.196480836,5.841858685,5.866865102
PP_5020,6.723667337,6.428409222,6.256242746,5.936627022,7.797632641,7.666061171,1.907829179,1.666330298,5.981245182,5.892674986
PP_5021,2.650115199,2.546721687,1.678499675,2.368327717,2.16433203,2.825181292,0.680920772,1.367204794,0.844978443,1.656425167
PP_5022,6.080621879,6.082217621,6.491699318,6.053554709,6.880333038,6.9095983,6.754810911,6.851797931,7.033850775,7.012497722
PP_5023,5.774422012,6.084654556,5.439915415,5.112744633,6.39021623,6.449615813,6.3455292,6.397874234,5.830529248,6.087480032
PP_5024,9.093075549,9.222739683,8.902249738,8.487988543,9.192995449,9.327658886,8.88715552,8.871569793,8.501789577,8.58136033
PP_5025,6.075855342,6.133767149,6.187878252,6.063304216,5.900834787,5.814588918,6.096509068,6.300388958,6.961785901,6.857531324
PP_5026,7.538350559,7.632604078,7.352912999,7.222015086,7.442609194,7.371188623,7.778251101,7.868217967,8.154516992,7.94115135
PP_5027,6.044993382,6.129278559,5.664821882,5.595793682,5.369975101,5.422261901,5.31283696,5.209234866,5.808202693,6.091830765
PP_5028,8.342360338,8.526960001,8.136414419,8.149054647,7.373914453,7.393762823,7.475301464,7.392565473,7.705488729,7.903995606
PP_5029,4.099065769,4.257455835,4.494234732,3.755565216,5.428687234,5.262039324,4.625365499,4.327973696,4.164279394,3.71525989
PP_5030,3.58837089,3.472438481,3.745601848,3.251316505,5.436479575,5.116708417,4.199571793,4.534992834,3.460487992,3.572957358
PP_5031,2.695784243,2.519175297,2.396601058,1.985386103,4.419331786,4.280899195,2.707472487,2.888371358,2.247229376,2.506448882
PP_5032,4.301155221,4.456175233,4.729790919,4.617128722,4.624302749,4.475535882,3.726423472,4.040130602,4.40540908,4.410930376
PP_5033,3.130193837,3.574904987,2.934496664,2.638428727,3.792618179,3.245171371,2.329765349,2.301801658,2.538004405,2.668032942
PP_5034,4.545482959,4.775356425,4.614264962,4.666905446,5.516719903,5.392632385,5.325098938,5.515205463,3.960649696,5.159049164
PP_5035,5.659013243,5.696738177,5.369729711,5.275928768,6.265441291,5.973196676,6.129466419,5.995221145,5.273584981,5.456405699
PP_5036,3.798533919,4.083647947,3.75866769,3.821513199,5.127149332,5.040689266,3.457306599,3.433019641,2.785639418,2.773453264
PP_5037,4.321879068,4.495639781,3.733958087,3.636767117,3.744798737,3.959720895,4.137996726,4.357522285,3.624314397,3.46879096
PP_5038,2.860905518,1.288638364,2.588952306,2.143949495,3.647732671,2.912460512,3.499641822,3.496649102,3.711394003,3.257876312
PP_5039,5.88089798,5.964951332,6.441338376,6.496672394,6.938923587,6.876019818,7.260063882,7.417184776,6.791895669,6.732555906
PP_5040,8.774508197,8.898911031,8.132415415,8.264201714,7.687130871,7.814217868,8.147534892,8.154181598,8.391603522,8.336579215
PP_5041,8.445574772,8.232658701,8.045422283,8.389955316,8.004778956,7.970880682,6.821150699,6.96743603,5.715304322,6.159614518
PP_5042,3.487056907,3.279812148,3.713212029,4.043121234,2.836821622,3.821725462,3.320819,3.214393674,4.845962042,3.442727556
PP_5043,3.590351829,3.805257939,3.281570812,3.950229331,2.725629262,2.434207634,2.802617854,2.677613107,3.310957119,3.337118895
PP_5044,8.67278986,9.010298797,8.65507362,8.313428299,8.275002707,8.215437468,9.548412279,9.593621876,9.674176197,9.306473505
PP_5045,6.372265046,6.506844342,5.806856137,5.206552323,5.658337395,5.70806201,6.727200079,6.695555598,7.710644739,7.396150229
PP_5046,9.85115741,10.10520696,9.782559343,9.398727481,9.943795861,9.836164632,10.96560563,10.98646554,10.94917769,10.94251816
PP_5047,4.638165076,4.68974631,4.164653422,4.494659814,4.595048666,4.678208362,5.429314157,5.298698398,5.002663748,4.60234399
PP_5048,4.777789439,5.003743431,4.675804051,5.298436373,5.517581643,5.512629857,6.416797919,6.243806389,5.640806973,5.503386528
PP_5051,5.172766251,4.618291625,4.797855092,4.803299342,4.842693152,5.073810004,4.987855344,4.78114331,3.242846761,3.678803525
PP_5052,6.97254686,6.948200032,6.87355187,6.916448019,5.339494251,5.289844242,5.466671596,5.853748704,7.080314952,7.27242403
PP_5053,8.467712095,8.503094424,9.017658854,8.804972305,6.904009661,7.293462553,7.865183299,7.919441182,9.265345506,9.426852135
PP_5054,5.122235472,5.001078719,5.812056033,5.708616234,4.220304642,4.608550566,4.889541142,4.111739125,5.124222024,5.75360016
PP_5055,7.497445509,7.536834981,6.812564225,6.653548025,7.496191619,7.653703985,8.14635839,7.996438664,8.034653682,8.021881311
PP_5056,8.298596611,8.739313677,8.24674425,8.113540968,9.149275399,9.135456779,10.16227824,10.21951217,8.789633914,8.637601137
PP_5057,7.026221939,7.012180569,6.565359554,6.655341669,5.957562386,6.0232948,5.979212479,5.753592355,6.21113964,6.312864486
PP_5058,7.169685716,7.155207099,7.019953726,7.071553905,7.717857709,7.679208703,7.601866431,7.67699355,6.974846324,6.832688583
PP_5059,3.778385448,3.94588607,4.051977121,4.264138553,3.928739922,4.066771784,4.072759778,3.905367167,4.287457797,4.604707448
PP_5060,3.427326696,3.300027301,2.823848993,2.992723508,2.65584899,2.781602426,2.959263432,2.708554088,3.028102935,3.387721546
PP_5061,2.124166041,2.600888455,2.426781233,2.058514149,2.186380461,2.426681939,1.383530326,1.570592549,1.729979485,1.919879099
PP_5063,6.64087736,6.475159802,6.122780616,5.947870257,7.306557735,7.08380193,6.952642321,6.952279459,6.010338307,6.083426375
PP_5064,6.406375174,6.109639,5.88453431,5.840293684,5.812558422,5.584212931,5.583569367,5.697506198,5.322408221,5.634971595
PP_5065,2.932188957,2.808986401,2.67150842,2.807431473,2.882820456,2.467452935,2.914896612,3.146106848,2.98342631,2.867719221
PP_5066,4.959292786,4.767591753,5.251142048,5.057924866,4.551402586,4.6016328,4.393379417,4.584110866,4.69197772,5.18254386
PP_5067,4.617518586,4.50857514,4.828738482,4.952001785,5.122861515,5.085289758,4.47099073,4.557245777,4.750636022,4.902482895
PP_5068,5.165251098,5.407272068,5.426864426,5.351208811,5.371258441,5.2136408,4.901467724,5.036681231,5.125043364,5.052211919
PP_5069,6.147487681,6.531429335,5.513300086,5.77376698,5.365758687,5.58378879,5.577463727,4.963553676,5.664720173,5.838904077
PP_5070,7.402928857,7.689542224,7.070353656,6.955672756,7.160716983,7.220059303,7.183618467,7.351055187,5.910485365,6.312031953
PP_5071,2.853984919,3.491822071,3.392651577,2.963742643,3.67341825,3.636875093,3.338336399,3.136612888,2.845561409,2.755433078
PP_5072,4.964376392,4.837052502,4.715346671,5.948301597,3.994357698,3.921936359,3.262904367,3.036829125,3.481709244,4.065409347
PP_5073,4.093971958,4.286528053,3.519367721,3.734177106,2.796003173,3.530707283,3.263788869,3.953075662,3.713347533,3.215035829
PP_5074,8.493527808,8.339699595,8.039089743,7.93851816,7.863249601,7.833461791,9.152644791,9.296750087,9.257498308,9.191416646
PP_5075,8.483845527,8.60314912,8.475646629,7.917354811,8.419938674,8.326269881,8.406036714,8.618192526,8.066004011,8.537680392
PP_5076,8.452661261,8.480226651,8.403834277,7.929142918,8.452363246,8.394922048,8.474071166,8.458368283,8.302327018,8.765236164
PP_5077,7.980726744,8.011368602,8.115465852,7.937652756,8.927797365,8.856169132,9.049512763,9.076654413,8.736643412,8.659844228
PP_5078,8.011126612,8.046326639,7.744551351,7.568260331,7.449899484,7.457564392,7.556182853,7.654598233,7.981159433,7.970247599
PP_5079,7.149202166,7.373385488,7.096288509,7.208374897,6.536854111,6.653099639,6.507166681,6.512837346,7.070657376,7.273590915
PP_5080,5.563837851,5.727492841,5.470091091,5.734553559,4.972440546,5.189641089,4.246081598,4.197305604,4.284238546,4.296361391
PP_5081,5.136944821,5.241507197,5.060898132,5.045865947,6.186413753,6.085474298,5.270428369,5.511789241,3.650979911,3.878492781
PP_5082,2.451927694,2.843898512,4.357168952,3.890579445,4.01551937,3.661097549,2.56225509,2.223843112,1.447396941,1.688499483
PP_5083,5.242994002,5.133208468,5.001245927,5.471695502,5.012333114,4.989118887,3.964820816,4.014470139,3.805165315,4.531362935
PP_5084,5.788851196,5.793629609,5.560981517,5.670259337,5.410349977,5.347482491,5.657031713,5.764714643,6.673254579,6.627125651
PP_5085,9.936904846,10.46871233,10.31376958,10.21914795,10.75532974,10.71245022,10.99054095,10.97587477,10.18922133,10.40273668
PP_5086,4.556039042,4.154842579,4.505281276,4.481902845,5.067088057,5.070501281,5.96795838,6.076733315,5.791164875,6.090443678
PP_5087,12.36955527,12.28035054,12.59274819,12.15789116,10.34514504,9.976070121,9.761283896,9.745925337,13.32774917,13.31645066
PP_5088,4.149952951,4.206628818,4.095429063,3.624368793,5.27398425,5.29940436,5.664415538,5.594903606,4.927217085,5.202129564
PP_5089,8.497212619,8.456882531,8.125820858,8.114563587,8.243157068,8.201227889,8.379082062,8.478123302,8.389438291,8.352537262
PP_5090,7.937995642,7.973848282,7.689862397,7.691599385,8.064620783,7.844400196,8.318394971,8.220230522,8.041062799,8.117949849
PP_5091,7.04070763,7.271944792,7.51979836,7.77703266,6.209864492,5.872015192,5.271233879,5.50176409,7.067860712,7.283903859
PP_5092,6.556839212,6.471996137,6.286423272,6.392181621,3.69481177,4.053110069,3.408690202,3.289632859,5.309435275,5.397304836
PP_5093,3.946844759,3.946574665,4.111517654,4.513670592,5.114291916,5.284920407,4.032095141,4.358797999,2.559986205,3.24341378
PP_5094,6.603961437,6.734775612,5.924402345,6.076503358,5.920705024,5.895012776,6.134882085,6.197923681,7.064026469,7.285553137
PP_5095,5.913155472,6.10902397,6.553447686,6.410657485,7.217640799,6.901622449,7.395651169,7.4465171,7.398410295,7.675822394
PP_5096,6.931862453,6.938730234,7.178914292,7.047043882,6.175767095,6.199007737,6.714766303,6.950796083,7.846513295,8.202781819
PP_5097,6.840095842,7.141440051,6.400510056,6.251558365,6.957660883,6.853331847,7.103189719,7.052638029,7.64957955,7.605533285
PP_5098,5.654376165,6.004551962,6.201118494,5.660657607,6.093858808,6.142470459,6.255201126,6.127756846,6.981241983,6.84551751
PP_5099,6.198960561,5.983516325,6.945323809,6.99999572,7.162017245,7.392994029,7.117893344,7.336037684,5.989039819,6.11115316
PP_5100,7.447230743,7.490507761,7.741254586,7.806626158,6.84728036,6.759897183,6.587168218,6.46509184,7.951553681,7.91099888
PP_5101,6.144954077,6.326377149,6.038700934,6.38796456,5.95974923,5.861905143,5.969764617,5.918419501,6.426263389,6.35980344
PP_5102,5.39479056,5.54263101,6.456009968,6.601181255,5.540362663,5.614285286,4.272806219,4.648909092,7.575978349,7.6064287
PP_5103,6.843714277,6.855492961,6.698804721,6.606321584,7.751308643,7.615274822,8.068035659,8.10820323,8.021406488,7.807532408
PP_5104,7.247163425,7.436468928,7.038082767,7.112628083,8.416803466,8.236706338,8.806057734,8.943208697,8.012490051,7.931831228
PP_5105,3.261772161,3.53036074,3.806883348,3.836731034,3.604703722,2.900496018,3.816927971,4.189329942,4.307824346,4.232579149
PP_5106,3.606331719,3.630993373,4.358294765,4.745096609,2.090672318,1.995433276,0.836969895,2.355766685,3.56011666,4.44912328
PP_5107,5.955178479,6.17149943,5.608772853,5.398833734,5.587358509,5.47342756,5.219131984,5.561808174,7.000301869,6.994946676
PP_5108,10.52459557,10.49658314,10.55535325,10.55029768,10.02018949,10.10923696,9.747843825,9.814421779,9.615422564,9.848342039
PP_5109,6.145751805,6.254650422,5.96055882,6.152026004,6.88299527,6.674902843,6.540688479,6.630616364,6.365101974,6.574950659
PP_5110,6.48879514,6.223365494,7.073158462,6.906159344,6.621419604,6.314081895,5.79806386,5.763708147,7.234792208,7.201713951
PP_5111,6.834223846,6.885197138,6.984158703,6.856486979,8.613278516,8.461840825,8.335852341,8.379399352,7.038712823,7.298473509
PP_5112,5.309117661,5.206835328,5.145089255,5.245412099,6.091592894,5.887480844,6.394065089,6.323466098,5.550852714,5.632997183
PP_5113,5.360861267,5.357040298,5.62904976,5.551942626,6.475823581,6.311396981,6.627806076,6.830634534,5.978924757,6.100290776
PP_5114,4.55885273,4.687590219,5.024113243,4.85305523,5.57239959,5.329227531,5.497848761,5.41905725,5.339361236,5.087660164
PP_5115,0.988892403,1.355722942,1.210482785,1.670645961,2.2826014,2.399401619,1.649993646,1.747617956,1.650485582,1.503806418
PP_5116,1.971705193,2.169975626,1.80575469,1.284322917,2.262352507,2.016354807,1.698018247,2.176045528,1.891055938,2.421943153
PP_5117,5.544131271,5.309235535,5.742587469,5.413269676,5.458903794,5.403856371,4.66347551,4.757732057,5.153330557,5.681966455
PP_5118,7.02542246,7.044104111,7.30177944,7.244076274,7.868680686,7.865404671,7.841471273,7.96253385,7.113740794,7.577676244
PP_5119,5.79026384,6.116809471,6.155379939,6.287434424,4.902254825,5.473637068,4.990039565,4.856383697,6.084694859,6.2311334
PP_5120,4.000658894,3.949148309,4.074155364,3.725399998,5.039948662,4.988057685,4.397212437,4.387057427,3.759709287,4.099994409
PP_5121,1.86176622,1.711747113,1.862777207,2.457874196,4.091592456,4.451444381,3.36941381,3.187716065,1.540041161,1.95060762
PP_5122,2.587789635,2.900049959,2.400768999,2.187923327,3.606541585,3.933267862,2.679760272,2.501731858,2.446908033,2.853921376
PP_5123,8.137384399,8.057902218,7.864571683,7.647721201,6.042386088,6.405995019,6.404468681,6.619707668,7.720299537,7.988522789
PP_5124,3.839142604,4.916557007,5.670018836,5.725299334,1.613287141,1.907921092,2.636121533,1.848943038,4.803930264,5.307753407
PP_5125,5.83671991,6.215102011,5.778865593,5.844559226,7.097152479,7.178969758,7.059743387,7.029942652,5.579027516,5.993090997
PP_5126,6.378629149,6.450108261,5.883650508,5.525891877,5.20045494,5.270913673,5.653310282,5.506068659,6.277020687,6.159445554
PP_5127,6.889207282,7.071621321,6.836359263,6.688221724,6.843070123,6.870766214,7.239085937,7.307093611,7.291344842,6.993952419
PP_5128,8.581584205,8.396728461,8.266020625,8.064571925,9.020468484,8.817633015,8.83882488,8.852744385,8.742178824,8.812370647
PP_5129,8.777173658,8.838157919,8.293774776,8.624791876,8.156971541,8.392541158,6.192019228,5.780320788,5.418588332,5.803910158
