Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
PP_0001,-0.00426828275194991,-0.0021877587683992394,-0.004357231636113649,-0.006594517662281692,0.00039967746026027805,-0.007336481833684139,0.004838292651177455,-0.008232478316671309,-0.0053121718949460115,-0.0033657332356648467,0.0018122371530241886,-0.005790214135481894,-0.009054888953457282,-0.008793375503973242,-0.0002490342785204037,-0.011239819275976762,-0.00323582597185956,-0.0028459066904990642,0.006088538816565181
PP_0002,0.004949556287680314,-0.005390688805029399,-0.008452197744345727,0.00018973641102244007,0.004600178522169149,-0.014297576089041374,0.0007661219534361152,-0.0023112484007394873,-0.009030699734624517,-0.0032699551755678413,0.008592517319837522,-0.008742317389365237,-0.0006066146238422051,-0.007978509845811388,0.002074087228160921,-0.006341166955429304,-0.0066817350493808296,-0.004311681209925447,0.0016030703882105187
PP_0003,0.0005222777665355321,-0.0002125607326809004,-0.004044448838407847,-0.00444373932500369,-0.004169100492904657,-0.017859057577242033,0.002922530602595943,-0.012142382517597479,-0.008564850971661783,-0.0037307577744116623,0.011000536004689011,-0.0036307169901503783,-0.007984238072951441,-0.003892046023453578,0.0016398507400295348,-0.008975861986638264,-0.007202983392338358,0.002909331968824169,0.009826507539967963
PP_0004,-0.00234678284328497,0.007918477549708673,-0.0056205639354699475,-0.0034697909121810372,0.004055588594146563,-0.008020679942593112,-0.00417301805734917,-0.00682933151299369,-0.009952835653647303,0.00014658281187066672,-0.0029562029483991737,-0.007138217241828981,-0.0028164742885154427,-0.005706164922489437,0.005615666124347079,-0.012120517235011176,-0.007177071186406654,0.003570046573625651,0.025397754251350074
PP_0005,0.003291318049050495,-0.0020975362836799247,0.008327753996415103,-0.00373205977705433,0.008497455514806665,0.0025895864288233063,0.006682210593046315,-0.00026626896967051376,-0.006365282071666986,0.0009233631457099514,0.0003933379241896516,0.0007001063961516755,-0.004969830656790028,0.010582668877247691,0.003919803882526768,0.00020852713333255958,0.006191181618009489,-0.019476635426656404,-0.002233754174184613
PP_0006,-0.006143253463503276,0.004233367123850458,0.01224239688207971,0.00029886263941850084,-3.8545633770711514e-05,-0.010349961798345315,-0.005106904430047111,0.004519981310927705,-0.003953210900950797,0.002257177865088298,-0.0009947350782323868,-0.006950673691397094,-0.014311428530351859,-0.011631582209719852,0.011035774709228523,0.00295615600244339,0.012757116457867188,0.0078455413668842,0.04552324609560218
PP_0007,0.0002742687878883189,-0.016139346333471197,0.002800713753993626,0.0070373513429262515,-0.005902806320646052,-0.037826073119375116,-0.008126698477065562,0.0053323439695078375,-0.000870292700145589,-0.0031832872608074814,0.0007100162095954124,-0.003752159829920649,-0.009999928181708305,-0.0120894888214279,0.01130258454750211,0.0005858799662722735,-0.00626996490523619,0.00041339922009540593,0.01632164546804926
PP_0008,-0.0043117021592606756,-0.0008862082604595918,-0.002414396589304878,0.009154447013531786,-0.008309275629770262,-0.034845914122956435,-0.012938455145225061,-0.0008728559333620813,-0.008246030309502744,-0.0015118775597788797,0.01331541308949536,-0.005939173856925888,-0.013009733298649288,-0.011507418718734373,0.0045130689465002665,0.0012817397234091484,-0.012860894222488845,0.006011503651643427,0.014697026556555269
PP_0009,-0.01104969039321746,0.005654778704200392,-0.006516615454676764,0.003812235029488773,-0.010488064796722908,-0.02389628818065117,-0.005648685119041732,-0.0050648090565208305,-0.010092167243480575,-0.003413460538454496,0.010970569427042418,-0.00846245356182971,-0.0033751399756262,-0.014154732045362725,-0.007000812348032836,-0.01350936090304355,0.018624008039610708,0.008639013570617029,0.03627335409710759
PP_0010,-0.0006379817987481367,0.0020651156115465224,-0.003932543956280514,-0.00571352169656002,-0.001971697170547409,-0.0022260493533330377,0.0024080726725907824,0.001804488449647453,-0.002015356669415231,-0.0005939911994506435,0.00859681393390488,-0.004144278356211565,-0.01375829411266883,-0.008313083496363543,0.0011074767324555724,-0.0021670785310526357,0.008200229445634602,0.0021038725742190444,0.012418532504067806
