	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
KT2440_glu_1	10493749	4032222	20252	582160	0	0	0	0	0	0	0	0	0	5405950	444791	8374	38.42498996	10493749	9911589	94.45	582160	5.55	KT2440_glu_1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10493749	0	20-75	54	23.07697225	72.8805568	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10510141	3886525	10510141	788260575	753769	772388211	2.013593538	0.739	0.04	0.2209	0	0
KT2440_glu_2	5939142	2122267	7033	342859	0	0	0	0	0	0	0	0	0	3212129	250879	3975	35.73356219	5939142	5596283	94.23	342859	5.77	KT2440_glu_2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5939142	0	20-75	54	24.02236441	73.00973945	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	5943348	2211606	5943348	445751100	443436	437865579	1.769041288	0.7335	0.0406	0.2259	0	0
KT2440_glu_3	10262887	4044236	7792	494607	0	0	0	0	0	0	0	0	0	5234136	474580	7536	39.40641654	10262887	9768280	95.18	494607	4.82	KT2440_glu_3_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10262887	0	20-75	54	22.29350503	72.91999649	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10273797	3785144	10273797	770534775	735688	755749262	1.918863818	0.7144	0.0417	0.244	0	0
SBRG_GAL_A30_1	14062216	7061459	85809	318906	0	0	0	0	492430	0	0	0	0	5089455	577128	437029	50.21583369	14062216	13743310	97.73	318906	2.27	SBRG_GAL_A30_1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14062216	0	20-51	57	16.79108077	50.6540568	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	14081054	3359194	14081054	718133754	350612	712723613	0.753361191	0	0	0.3022	0.0429	0.655
SBRG_GAL_A30_2	16070879	8143766	150529	338608	0	0	0	0	390667	0	0	0	0	5984198	625156	437955	50.67405461	16070879	15732271	97.89	338608	2.11	SBRG_GAL_A30_2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16070879	0	20-51	55	16.24487195	50.55231882	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	16089330	4844033	16089330	820555830	1279904	812738616	0.952673019	0	0	0.3043	0.0445	0.6513
SBRG_GAL_A32_1	14700946	8526955	306140	374118	0	0	0	0	511104	0	0	0	0	3912134	527867	542628	58.0027639	14700946	14326828	97.46	374118	2.54	SBRG_GAL_A32_1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14700946	0	20-51	56	17.12941578	50.55070225	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	14741849	4396068	14741849	751834299	1806787	744089914	1.030065403	0	0	0.3343	0.0459	0.6198
SBRG_GAL_A32_2	14900383	9338105	137534	374841	0	0	0	0	643231	0	0	0	0	3228302	535196	643174	62.67023472	14900383	14525542	97.48	374841	2.52	SBRG_GAL_A32_2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14900383	0	20-51	58	19.25347776	50.63951302	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	14918417	3733286	14918417	760839267	385920	755174223	0.744578289	0	0	0.3442	0.0432	0.6127
SBRG_GAL_A36_1	13582528	8121431	113687	332096	0	0	0	0	506016	0	0	0	0	3462767	505399	541132	59.79322111	13582528	13250432	97.55	332096	2.45	SBRG_GAL_A36_1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13582528	0	20-51	56	17.42924194	50.55655656	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	13603109	3308881	13603109	693758559	361426	688421898	0.769238942	0	0	0.3406	0.0387	0.6207
SBRG_GAL_A36_2	13137963	7697915	94764	289873	0	0	0	0	360122	0	0	0	0	3766587	468714	459988	58.59291125	13137963	12848090	97.79	289873	2.21	SBRG_GAL_A36_2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13137963	0	20-51	56	17.54885527	50.55898681	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	13158097	3229694	13158097	671062947	339955	665824995	0.780545554	0	0	0.3279	0.0416	0.6305
SBRG_IL__IL3__1	8379590	5407833	158965	243129	0	0	0	0	146099	0	0	0	0	2000016	201215	222333	64.53577084	8379590	8136461	97.1	243129	2.9	SBRG_IL__IL3__1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8379590	0	20-40	57	24.16277047	39.45301059	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	8402615	764681	8402615	333036500	1335940	330767764	0.681227433	0	0	0.3669	0.0352	0.5979
SBRG_IL__IL3__2	8031501	4892110	47083	169414	0	0	0	0	88309	0	0	0	0	2477825	183987	172773	60.91152824	8031501	7862087	97.89	169414	2.11	SBRG_IL__IL3__2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8031501	0	20-40	57	23.35163165	39.46725201	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	8044993	380504	8044993	319411351	241118	318713134	0.218594924	0	0	0.3299	0.0291	0.6411
SBRG_IL__wt__1	10997856	7075571	124483	290836	0	0	0	0	187725	0	0	0	0	2566126	386658	366457	64.33591238	10997856	10707020	97.36	290836	2.64	SBRG_IL__wt__1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10997856	0	20-40	56	23.12216881	39.42070418	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	11030775	599431	11030775	437735128	374445	436630389	0.252376136	0	0	0.3418	0.0507	0.6075
SBRG_IL__wt__2	8279508	5064900	122377	220549	0	0	0	0	141092	0	0	0	0	2197564	260129	272897	61.17392483	8279508	8058959	97.34	220549	2.66	SBRG_IL__wt__2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8279508	0	20-40	57	24.01365164	39.5943085	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	8307607	438146	8307607	329716510	257336	328930679	0.238335351	0	0	0.3227	0.0496	0.6277
SBRG_Stress3__butanol__1	28461674	5951646	6439712	9728007	0	0	0	0	0	0	0	0	0	6020293	315062	6954	20.91108907	28461674	18733667	65.82	9728007	34.18	SBRG_Stress3__butanol__1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28461674	0	20-150	55	8.182691095	141.9140967	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	28461872	8159308	28461872	4060159639	210711	4049074828	0.273014167	0.4685	0.3464	0.185	0	0
SBRG_Stress3__butanol__2	30988011	13431531	3380712	4274857	0	0	0	0	0	0	0	0	0	9187150	698368	15393	43.34428241	30988011	26713154	86.2	4274857	13.8	SBRG_Stress3__butanol__2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30988011	0	20-150	57	3.037842463	144.1506919	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	30988464	8196261	30988464	4489216898	204203	4477857316	0.253041505	0.483	0.3813	0.1357	0	0
SBRG_Stress3__glc__1	40820529	24182219	4622689	5179143	0	0	0	0	0	0	0	0	0	5739893	1064293	32292	59.24033714	40820529	35641386	87.31	5179143	12.69	SBRG_Stress3__glc__1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40820529	0	20-150	60	14.22564866	145.3794153	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	40821112	10444392	40821112	5964081388	282875	5949543091	0.243764229	0.4907	0.4591	0.0502	0	0
SBRG_Stress3__glc__2	45576821	8004436	4503653	15407790	0	0	0	0	0	0	0	0	0	17212675	441213	7054	17.56251495	45576821	30169031	66.19	15407790	33.81	SBRG_Stress3__glc__2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	45576821	0	20-150	57	7.295941599	143.5563245	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	45577352	12757222	45577352	6577511316	433007	6559860853	0.268345612	0.4647	0.2149	0.3204	0	0
SBRG_Stress3__isopentanol__1	41926711	2236241	5333992	22397499	0	0	0	0	0	0	0	0	0	11834786	122326	1867	5.333690496	41926711	19529212	46.58	22397499	53.42	SBRG_Stress3__isopentanol__1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41926711	0	20-150	54	22.34076027	143.7980235	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	41927206	12543956	41927206	6063191339	364479	6045958892	0.284214138	0.4629	0.0721	0.465	0	0
SBRG_Stress3__isopentanol__2	35205582	3597969	6332558	7742564	0	0	0	0	0	0	0	0	0	17314921	214484	3086	10.21988218	35205582	27463018	78.01	7742564	21.99	SBRG_Stress3__isopentanol__2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35205582	0	20-150	54	5.199843652	142.6779317	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	35206036	10200792	35206036	5050163518	278328	5036072524	0.27902055	0.4575	0.1169	0.4257	0	0
SBRG_UNeb__coum__1	10725775	4318284	9565	1507348	0	0	0	0	126148	0	0	0	0	4386607	340978	36845	40.26081099	10725775	9218427	85.95	1507348	14.05	SBRG_UNeb__coum__1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10725775	0	20-76	55	26.14767272	73.94379091	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10778787	1399126	10778787	800891244	1232471	797767195	0.390071564	0	0	0.2718	0.6978	0.0304
SBRG_UNeb__coum__2	10602411	3973570	96887	1139546	0	0	0	0	131599	0	0	0	0	4931698	290630	38481	37.47798496	10602411	9462865	89.25	1139546	10.75	SBRG_UNeb__coum__2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10602411	0	20-76	55	22.51661191	73.81749246	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10657006	1054015	10657006	791211472	4648176	785198350	0.759989233	0	0	0.2399	0.7348	0.0252
SBRG_UNeb__coum__3	10630160	3757855	296553	1143739	0	0	0	0	216402	0	0	0	0	4881935	306300	27376	35.35087901	10630160	9486421	89.24	1143739	10.76	SBRG_UNeb__coum__3_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10630160	0	20-76	53	23.99855986	73.10368348	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10694692	1085538	10694692	787469648	4990124	781009598	0.820355428	0	0	0.2351	0.7388	0.0261
SBRG_UNeb__coumferul__1	11686976	4350465	179845	1265334	0	0	0	0	140230	0	0	0	0	5332581	384681	33840	37.2248989	11686976	10421642	89.17	1265334	10.83	SBRG_UNeb__coumferul__1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11686976	0	20-76	54	25.22636725	73.97819316	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	11748817	982959	11748817	874962426	5012991	868631252	0.723593815	0	0	0.2539	0.7042	0.0419
SBRG_UNeb__coumferul__2	12260160	4455471	301994	1332702	0	0	0	0	140467	0	0	0	0	5614160	380573	34793	36.34105101	12260160	10927458	89.13	1332702	10.87	SBRG_UNeb__coumferul__2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12260160	0	20-76	55	22.70912515	74.1877093	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	12324603	1023997	12324603	919076635	5287817	912422828	0.723966506	0	0	0.2484	0.7131	0.0385
SBRG_UNeb__coumferul__3	11838236	4462983	86497	1308222	0	0	0	0	106347	0	0	0	0	5438992	401321	33874	37.69972993	11838236	10530014	88.95	1308222	11.05	SBRG_UNeb__coumferul__3_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11838236	0	20-76	54	24.10625819	74.21777805	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	11915440	1525876	11915440	888357475	2199466	884125395	0.476393808	0	0	0.263	0.6947	0.0423
SBRG_UNeb__ferulate__1	13004653	4604413	194789	1373128	0	0	0	0	267114	0	0	0	0	6145093	391511	28605	35.40588895	13004653	11631525	89.44	1373128	10.56	SBRG_UNeb__ferulate__1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13004653	0	20-76	55	21.91745441	72.94597265	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	13071456	1458380	13071456	959109600	5268309	951913168	0.750324259	0	0	0.2458	0.7228	0.0313
SBRG_UNeb__ferulate__2	12461967	4351615	177797	1358004	0	0	0	0	186228	0	0	0	0	6008511	351799	28013	34.91916645	12461967	11103963	89.1	1358004	10.9	SBRG_UNeb__ferulate__2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12461967	0	20-76	55	21.80584232	73.38477626	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	12524256	1889427	12524256	923542055	1734279	919199796	0.470174474	0	0	0.2441	0.727	0.0288
SBRG_UNeb__ferulate__3	12352607	4274698	88169	1354878	0	0	0	0	215811	0	0	0	0	6034842	356728	27481	34.60563426	12352607	10997729	89.03	1354878	10.97	SBRG_UNeb__ferulate__3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12352607	0	20-76	54	21.64111264	73.05774433	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	12419088	1465355	12419088	913246359	5687956	905655849	0.831156886	0	0	0.2402	0.7318	0.028
SBRG_UNeb__glc__1	12506155	5378883	122085	1468991	0	0	0	0	221215	0	0	0	0	4840692	432476	41813	43.00988593	12506155	11037164	88.25	1468991	11.75	SBRG_UNeb__glc__1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12506155	0	20-76	55	23.64863795	73.61829147	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	12617664	1134280	12617664	932721004	7301276	923819009	0.954411336	0	0	0.2872	0.6841	0.0287
SBRG_UNeb__glc__2	10435683	4317060	37321	1149643	0	0	0	0	233661	0	0	0	0	4318757	343274	35967	41.36825544	10435683	9286040	88.98	1149643	11.02	SBRG_UNeb__glc__2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10435683	0	20-76	54	25.48710075	73.2104237	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10659507	990242	10659507	780258444	10960333	767766661	1.600980175	0	0	0.2812	0.6899	0.0289
SBRG_UNeb__glc__3	12131013	5323049	63372	1449615	0	0	0	0	131277	0	0	0	0	4716729	401237	45734	43.87967435	12131013	10681398	88.05	1449615	11.95	SBRG_UNeb__glc__3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12131013	0	20-76	55	22.74620006	74.19088035	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	12193571	1001780	12193571	909604437	5388065	902872436	0.740102041	0	0	0.2889	0.6817	0.0294
SBRG_XYL_A25_1	12597347	6871131	192827	394874	0	0	0	0	370160	0	0	0	0	3889866	491742	386747	54.54427031	12597347	12202473	96.87	394874	3.13	SBRG_XYL_A25_1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12597347	0	20-51	56	17.6847709	50.55172799	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	12614059	3804281	12614059	643317009	1048217	637148359	0.958881844	0	0	0.346	0.0407	0.6133
SBRG_XYL_A25_2	16125617	8835259	75197	521028	0	0	0	0	437533	0	0	0	0	5204529	576416	475655	54.79020741	16125617	15604589	96.77	521028	3.23	SBRG_XYL_A25_2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16125617	0	20-51	58	16.04114775	50.64853698	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	16147305	3917977	16147305	823512555	388760	817149632	0.772656465	0	0	0.3286	0.0398	0.6316
SBRG_XYL_A26_1	16796511	8770111	114038	586679	0	0	0	0	460204	0	0	0	0	5755553	638074	471852	52.21388537	16796511	16209832	96.51	586679	3.49	SBRG_XYL_A26_1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16796511	0	20-51	56	15.79282106	50.55474539	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	16842968	5010086	16842968	858991368	1836061	850371156	1.003527197	0	0	0.3223	0.0459	0.6317
SBRG_XYL_A26_2	14429340	7900598	366271	502361	0	0	0	0	349670	0	0	0	0	4446340	450571	413529	54.75370322	14429340	13926979	96.52	502361	3.48	SBRG_XYL_A26_2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14429340	0	20-51	57	16.62958714	50.57090768	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	14454801	4206660	14454801	737194851	1344462	730228339	0.945002802	0	0	0.3504	0.0386	0.611
SBRG_XYL_A27_1	10507081	5538841	35522	348446	0	0	0	0	218451	0	0	0	0	3702892	372658	290271	52.71531646	10507081	10158635	96.68	348446	3.32	SBRG_XYL_A27_1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10507081	0	20-51	57	20.58546327	50.65448035	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	10540988	2520007	10540988	537590388	261347	532586687	0.930764595	0	0	0.3143	0.0397	0.646
SBRG_XYL_A27_2	14535869	7704328	51089	492902	0	0	0	0	311212	0	0	0	0	5074891	496464	404983	53.00218377	14535869	14042967	96.61	492902	3.39	SBRG_XYL_A27_2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14535869	0	20-51	58	16.25038237	50.64595643	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	14568740	3544619	14568740	743005740	358626	736935088	0.817039718	0	0	0.3159	0.0394	0.6447
SBRG_XYL_A28_1	16472053	9585002	134375	517523	0	0	0	0	334913	0	0	0	0	4876135	530872	493233	58.18948008	16472053	15954530	96.86	517523	3.14	SBRG_XYL_A28_1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16472053	0	20-51	58	19.04301236	50.64965381	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	16487577	3992011	16487577	840866427	408170	834787194	0.722972497	0	0	0.3326	0.0397	0.6277
SBRG_XYL_A28_2	12825896	7143161	74354	390033	0	0	0	0	314034	0	0	0	0	4087252	447696	369366	55.69327086	12825896	12435863	96.96	390033	3.04	SBRG_XYL_A28_2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12825896	0	20-51	56	17.96633396	50.55863388	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	12840268	3136283	12840268	654853668	335501	650010369	0.739600194	0	0	0.3237	0.0411	0.6352
SBRG_XYL_Init_1	13580421	7805039	177771	427876	0	0	0	0	352898	0	0	0	0	3948809	440470	427558	57.47273225	13580421	13152545	96.85	427876	3.15	SBRG_XYL_Init_1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13580421	0	20-51	58	18.90951571	50.65179931	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	13595766	3999240	13595766	693384066	1041123	687025715	0.917002757	0	0	0.352	0.0348	0.6133
SBRG_XYL_Init_2	14714647	8344345	64257	466994	0	0	0	0	432107	0	0	0	0	4489068	494403	423473	56.70774841	14714647	14247653	96.83	466994	3.17	SBRG_XYL_Init_2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14714647	0	20-51	57	15.36171649	50.56573508	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	14768182	4346616	14768182	753177282	2098792	745269451	1.04992957	0	0	0.3418	0.037	0.6212
SBRG_relA__LB_control__1	35023630	14067828	69458	3429040	0	0	0	0	0	0	0	0	0	16722097	717876	17331	40.16667604	35023630	31594590	90.21	3429040	9.79	SBRG_relA__LB_control__1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35023630	0	20-250	57	2.018411656	182.9185463	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	35025906	12157124	35025906	6434830340	8230170	6410234977	0.382222401	0.486	0.4905	0.0235	0	0
SBRG_relA__LB_control__2	39983928	16875840	75050	4337141	0	0	0	0	0	0	0	0	0	17850784	824430	20683	42.2065586	39983928	35646787	89.15	4337141	10.85	SBRG_relA__LB_control__2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39983928	0	20-250	57	1.486654649	184.6072051	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	39987048	13423477	39987048	7414628016	10376490	7386199373	0.383412936	0.4901	0.4968	0.0131	0	0
SBRG_relA__LB_control__3	37855788	13139863	44557	3949316	0	0	0	0	0	0	0	0	0	20047152	658079	16821	34.71031431	37855788	33906472	89.57	3949316	10.43	SBRG_relA__LB_control__3_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37855788	0	20-250	57	1.263909395	189.1647443	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	37858350	13003961	37858350	7194066814	10392566	7166214739	0.38715341	0.4861	0.4906	0.0234	0	0
SBRG_relA__relA_control__1	36339862	14468312	44953	2912475	0	0	0	0	0	0	0	0	0	18131964	765011	17147	39.81388812	36339862	33427387	91.99	2912475	8.01	SBRG_relA__relA_control__1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36339862	0	20-250	56	2.295017925	194.3708657	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	36342512	12408719	36342512	7096788005	10899243	7069264520	0.38783017	0.4714	0.4728	0.0558	0	0
SBRG_relA__relA_control__2	34318537	14794387	43041	2913536	0	0	0	0	0	0	0	0	0	15807647	742717	17209	43.10902589	34318537	31405001	91.51	2913536	8.49	SBRG_relA__relA_control__2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34318537	0	20-250	56	2.655792259	195.9434895	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	34321854	11875467	34321854	6758907898	12580081	6730222427	0.424409852	0.4836	0.4883	0.0281	0	0
SBRG_relA__relA_control__3	35214403	18115281	66499	2202756	0	0	0	0	0	0	0	0	0	14022299	786315	21253	51.4428173	35214403	33011647	93.74	2202756	6.26	SBRG_relA__relA_control__3_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35214403	0	20-250	58	2.453151072	197.562491	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	35216758	11646421	35216758	6989758373	11709304	6962158580	0.394860473	0.4794	0.4846	0.036	0	0
SBRG_relA__relA_lignin__1	38581162	22286754	32751	905638	0	0	0	0	0	0	0	0	0	14307136	1022950	25933	57.76589622	38581162	37675524	97.65	905638	2.35	SBRG_relA__relA_lignin__1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38581162	0	20-250	58	2.019003112	196.5956567	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	38584908	12587955	38584908	7619366334	11347256	7590882718	0.373831822	0.4692	0.4756	0.0552	0	0
SBRG_relA__relA_lignin__2	29955447	18441443	89288	1134525	0	0	0	0	0	0	0	0	0	9562684	706389	21118	61.56290374	29955447	28820922	96.21	1134525	3.79	SBRG_relA__relA_lignin__2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29955447	0	20-250	59	2.618615399	206.4586266	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	29957632	9740526	29957632	6213837039	10385533	6189828173	0.386377465	0.4013	0.4122	0.1865	0	0
SBRG_relA__relA_lignin__3	33208861	16626434	61888	1023005	0	0	0	0	0	0	0	0	0	14651922	825901	19711	50.06625792	33208861	32185856	96.92	1023005	3.08	SBRG_relA__relA_lignin__3_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33208861	0	20-250	58	1.72117259	195.352341	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	33211106	11139292	33211106	6517431941	9518175	6492833101	0.377431483	0.4784	0.4871	0.0345	0	0
SRX2012748	16438817	1132152	1711804	11699345	0	0	0	0	0	0	0	0	0	1828918	65687	911	6.887064927	16438817	4739472	28.83	11699345	71.17	SRX2012748_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16438817	0	20-100	54	8.985792238	90.5413993	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	16443816	9937176	16443816	1644381600	4515948	1494426760	9.119223908	0.0701	0.3522	0.5777	0	0
SRX2012749	12888404	3317993	4253475	286790	0	0	0	0	0	0	0	0	0	4787124	240364	2658	25.74401765	12888404	12601614	97.77	286790	2.23	SRX2012749_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12888404	0	20-100	55	12.42283024	85.26744708	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	12904478	9091582	12904478	1290447800	4113231	1104130384	14.43819859	0.0461	0.4959	0.458	0	0
SRX2012750	15028806	5290027	4445446	262409	0	0	0	0	0	0	0	0	0	4715916	310385	4623	35.19925003	15028806	14766397	98.25	262409	1.75	SRX2012750_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15028806	0	20-100	56	15.06153553	83.53812059	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	15041702	10517949	15041702	1504170200	5174065	1261546348	16.13007969	0.0621	0.4713	0.4665	0	0
SRX2012751	11818846	2194364	4016489	1167694	0	0	0	0	0	0	0	0	0	4267102	171638	1559	18.56665194	11818846	10651152	90.12	1167694	9.88	SRX2012751_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11818846	0	20-100	54	19.42092252	81.35320453	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	11838623	8874345	11838623	1183862300	4404569	966505239	18.35999516	0.0476	0.4651	0.4874	0	0
SRX2012752	10997772	3837870	3585073	190722	0	0	0	0	0	0	0	0	0	3170912	209216	3979	34.89679546	10997772	10807050	98.27	190722	1.73	SRX2012752_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10997772	0	20-100	56	18.15607278	81.52058999	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	11030900	8067371	11030900	1103090000	4920749	901142520	18.30743457	0.0491	0.4482	0.5027	0	0
SRX2012753	16103313	3271625	5076442	1802752	0	0	0	0	0	0	0	0	0	5717321	232469	2704	20.31647152	16103313	14300561	88.81	1802752	11.19	SRX2012753_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16103313	0	20-100	53	20.96705242	77.36863601	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	16160195	12457903	16160195	1616019500	7566915	1252834723	22.47403432	0.0475	0.4604	0.4921	0	0
SRX2012754	11968295	4210661	3518207	582055	0	0	0	0	0	0	0	0	0	3418491	234663	4218	35.1817949	11968295	11386240	95.14	582055	4.86	SRX2012754_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11968295	0	20-100	56	18.03403114	82.87025144	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	12020341	8512402	12020341	1202034100	6506232	996688046	17.0832137	0.0519	0.4596	0.4885	0	0
