,gene_id,database,kegg_id
2937,PP_0289,KEGG_pathway,map01100
2938,PP_0289,KEGG_pathway,map01110
2939,PP_0289,KEGG_pathway,map01230
2944,PP_0290,KEGG_pathway,map00340
2945,PP_0290,KEGG_pathway,map01100
2946,PP_0290,KEGG_pathway,map01110
2947,PP_0290,KEGG_pathway,map01230
2952,PP_0292,KEGG_pathway,map00340
2953,PP_0292,KEGG_pathway,map01100
2954,PP_0292,KEGG_pathway,map01110
2955,PP_0292,KEGG_pathway,map01230
2960,PP_0293,KEGG_pathway,map00340
2961,PP_0293,KEGG_pathway,map01100
2962,PP_0293,KEGG_pathway,map01110
2963,PP_0293,KEGG_pathway,map01230
2965,PP_0294,KEGG_pathway,map02010
2967,PP_0296,KEGG_pathway,map02010
2969,PP_0304,KEGG_pathway,map02010
2972,PP_0317,KEGG_pathway,map02020
2973,PP_0317,KEGG_pathway,map02030
2976,PP_0320,KEGG_pathway,map02020
2977,PP_0320,KEGG_pathway,map02030
2984,PP_0321,KEGG_pathway,map00260
2985,PP_0321,KEGG_pathway,map01100
2986,PP_0321,KEGG_pathway,map01110
2987,PP_0321,KEGG_pathway,map01120
2988,PP_0321,KEGG_pathway,map01130
2989,PP_0321,KEGG_pathway,map01230
3002,PP_0322,KEGG_pathway,map00260
3003,PP_0322,KEGG_pathway,map00460
3004,PP_0322,KEGG_pathway,map00630
3005,PP_0322,KEGG_pathway,map00670
3006,PP_0322,KEGG_pathway,map00680
3007,PP_0322,KEGG_pathway,map01100
3008,PP_0322,KEGG_pathway,map01110
3009,PP_0322,KEGG_pathway,map01120
3010,PP_0322,KEGG_pathway,map01130
3011,PP_0322,KEGG_pathway,map01200
3012,PP_0322,KEGG_pathway,map01230
3013,PP_0322,KEGG_pathway,map01523
3016,PP_0323,KEGG_pathway,map00260
3017,PP_0323,KEGG_pathway,map01100
3020,PP_0324,KEGG_pathway,map00260
3021,PP_0324,KEGG_pathway,map01100
3024,PP_0325,KEGG_pathway,map00260
3025,PP_0325,KEGG_pathway,map01100
3028,PP_0326,KEGG_pathway,map00260
3029,PP_0326,KEGG_pathway,map01100
3032,PP_0327,KEGG_pathway,map00630
3033,PP_0327,KEGG_pathway,map00670
3039,PP_0328,KEGG_pathway,map00625
3040,PP_0328,KEGG_pathway,map00680
3041,PP_0328,KEGG_pathway,map01100
3042,PP_0328,KEGG_pathway,map01120
3043,PP_0328,KEGG_pathway,map01200
3052,PP_0338,KEGG_pathway,map00010
3053,PP_0338,KEGG_pathway,map00020
3054,PP_0338,KEGG_pathway,map00620
3055,PP_0338,KEGG_pathway,map01100
3056,PP_0338,KEGG_pathway,map01110
3057,PP_0338,KEGG_pathway,map01120
3058,PP_0338,KEGG_pathway,map01130
3059,PP_0338,KEGG_pathway,map01200
3068,PP_0339,KEGG_pathway,map00010
3069,PP_0339,KEGG_pathway,map00020
3070,PP_0339,KEGG_pathway,map00620
3071,PP_0339,KEGG_pathway,map01100
3072,PP_0339,KEGG_pathway,map01110
3073,PP_0339,KEGG_pathway,map01120
3074,PP_0339,KEGG_pathway,map01130
3075,PP_0339,KEGG_pathway,map01200
3078,PP_0341,KEGG_pathway,map00540
3079,PP_0341,KEGG_pathway,map01100
3082,PP_0342,KEGG_pathway,map00540
3083,PP_0342,KEGG_pathway,map01100
3086,PP_0343,KEGG_pathway,map00540
3087,PP_0343,KEGG_pathway,map01100
3090,PP_0344,KEGG_pathway,map00540
3091,PP_0344,KEGG_pathway,map01100
3098,PP_0353,KEGG_pathway,map00230
3099,PP_0353,KEGG_pathway,map00240
3100,PP_0353,KEGG_pathway,map01100
3101,PP_0353,KEGG_pathway,map03030
3102,PP_0353,KEGG_pathway,map03430
3103,PP_0353,KEGG_pathway,map03440
3110,PP_0356,KEGG_pathway,map00620
3111,PP_0356,KEGG_pathway,map00630
3112,PP_0356,KEGG_pathway,map01100
3113,PP_0356,KEGG_pathway,map01110
3114,PP_0356,KEGG_pathway,map01120
3115,PP_0356,KEGG_pathway,map01200
3118,PP_0362,KEGG_pathway,map00780
3119,PP_0362,KEGG_pathway,map01100
3122,PP_0363,KEGG_pathway,map00780
3123,PP_0363,KEGG_pathway,map01100
3126,PP_0364,KEGG_pathway,map00780
3127,PP_0364,KEGG_pathway,map01100
3130,PP_0365,KEGG_pathway,map00780
3131,PP_0365,KEGG_pathway,map01100
3134,PP_0366,KEGG_pathway,map00780
3135,PP_0366,KEGG_pathway,map01100
3137,PP_0383,KEGG_pathway,map00380
3139,PP_0388,KEGG_pathway,map03030
3141,PP_0389,KEGG_pathway,map03010
3146,PP_0391,KEGG_pathway,map00561
3147,PP_0391,KEGG_pathway,map00564
3148,PP_0391,KEGG_pathway,map01100
3149,PP_0391,KEGG_pathway,map01110
3152,PP_0392,KEGG_pathway,map00790
3153,PP_0392,KEGG_pathway,map01100
3156,PP_0393,KEGG_pathway,map00790
3157,PP_0393,KEGG_pathway,map01100
3159,PP_0394,KEGG_pathway,map03013
3163,PP_0398,KEGG_pathway,map00920
3164,PP_0398,KEGG_pathway,map01110
3165,PP_0398,KEGG_pathway,map01120
3167,PP_0399,KEGG_pathway,map00230
3170,PP_0402,KEGG_pathway,map00750
3171,PP_0402,KEGG_pathway,map01100
3174,PP_0405,KEGG_pathway,map00520
3175,PP_0405,KEGG_pathway,map01100
3178,PP_0406,KEGG_pathway,map00520
3179,PP_0406,KEGG_pathway,map01100
3181,PP_0410,KEGG_pathway,map02020
3183,PP_0411,KEGG_pathway,map02024
3185,PP_0412,KEGG_pathway,map02024
3187,PP_0413,KEGG_pathway,map02024
3189,PP_0414,KEGG_pathway,map02024
3199,PP_0415,KEGG_pathway,map00030
3200,PP_0415,KEGG_pathway,map00040
3201,PP_0415,KEGG_pathway,map00710
3202,PP_0415,KEGG_pathway,map01100
3203,PP_0415,KEGG_pathway,map01110
3204,PP_0415,KEGG_pathway,map01120
3205,PP_0415,KEGG_pathway,map01130
3206,PP_0415,KEGG_pathway,map01200
3207,PP_0415,KEGG_pathway,map01230
3212,PP_0416,KEGG_pathway,map00630
3213,PP_0416,KEGG_pathway,map01100
3214,PP_0416,KEGG_pathway,map01110
3215,PP_0416,KEGG_pathway,map01130
3224,PP_0417,KEGG_pathway,map00400
3225,PP_0417,KEGG_pathway,map00405
3226,PP_0417,KEGG_pathway,map01100
3227,PP_0417,KEGG_pathway,map01110
3228,PP_0417,KEGG_pathway,map01130
3229,PP_0417,KEGG_pathway,map01230
3230,PP_0417,KEGG_pathway,map02024
3231,PP_0417,KEGG_pathway,map02025
3240,PP_0420,KEGG_pathway,map00400
3241,PP_0420,KEGG_pathway,map00405
3242,PP_0420,KEGG_pathway,map01100
3243,PP_0420,KEGG_pathway,map01110
3244,PP_0420,KEGG_pathway,map01130
3245,PP_0420,KEGG_pathway,map01230
3246,PP_0420,KEGG_pathway,map02024
3247,PP_0420,KEGG_pathway,map02025
3253,PP_0421,KEGG_pathway,map00400
3254,PP_0421,KEGG_pathway,map01100
3255,PP_0421,KEGG_pathway,map01110
3256,PP_0421,KEGG_pathway,map01130
3257,PP_0421,KEGG_pathway,map01230
3263,PP_0422,KEGG_pathway,map00400
3264,PP_0422,KEGG_pathway,map01100
3265,PP_0422,KEGG_pathway,map01110
3266,PP_0422,KEGG_pathway,map01130
3267,PP_0422,KEGG_pathway,map01230
3273,PP_0424,KEGG_pathway,map02020
3274,PP_0424,KEGG_pathway,map02024
3275,PP_0424,KEGG_pathway,map02025
3276,PP_0424,KEGG_pathway,map02026
3277,PP_0424,KEGG_pathway,map05111
3281,PP_0427,KEGG_pathway,map00130
3282,PP_0427,KEGG_pathway,map01100
3283,PP_0427,KEGG_pathway,map01110
3285,PP_0430,KEGG_pathway,map00910
3287,PP_0436,KEGG_pathway,map00970
3290,PP_0437,KEGG_pathway,map00780
3291,PP_0437,KEGG_pathway,map01100
3294,PP_0438,KEGG_pathway,map00770
3295,PP_0438,KEGG_pathway,map01100
3299,PP_0441,KEGG_pathway,map02024
3300,PP_0441,KEGG_pathway,map03060
3301,PP_0441,KEGG_pathway,map03070
3303,PP_0443,KEGG_pathway,map03010
3305,PP_0444,KEGG_pathway,map03010
3307,PP_0445,KEGG_pathway,map03010
3312,PP_0447,KEGG_pathway,map00230
3313,PP_0447,KEGG_pathway,map00240
3314,PP_0447,KEGG_pathway,map01100
3315,PP_0447,KEGG_pathway,map03020
3320,PP_0448,KEGG_pathway,map00230
3321,PP_0448,KEGG_pathway,map00240
3322,PP_0448,KEGG_pathway,map01100
3323,PP_0448,KEGG_pathway,map03020
3325,PP_0453,KEGG_pathway,map03010
3327,PP_0454,KEGG_pathway,map03010
3329,PP_0456,KEGG_pathway,map03010
3331,PP_0457,KEGG_pathway,map03010
3333,PP_0459,KEGG_pathway,map03010
3335,PP_0460,KEGG_pathway,map03010
3337,PP_0461,KEGG_pathway,map03010
3339,PP_0462,KEGG_pathway,map03010
3341,PP_0463,KEGG_pathway,map03010
3343,PP_0465,KEGG_pathway,map03010
3345,PP_0466,KEGG_pathway,map03010
3347,PP_0467,KEGG_pathway,map03010
3349,PP_0468,KEGG_pathway,map03010
3351,PP_0469,KEGG_pathway,map03010
3353,PP_0470,KEGG_pathway,map03010
3355,PP_0471,KEGG_pathway,map03010
3357,PP_0472,KEGG_pathway,map03010
3359,PP_0473,KEGG_pathway,map03010
3363,PP_0474,KEGG_pathway,map02024
3364,PP_0474,KEGG_pathway,map03060
3365,PP_0474,KEGG_pathway,map03070
3367,PP_0476,KEGG_pathway,map03010
3369,PP_0478,KEGG_pathway,map03010
3374,PP_0479,KEGG_pathway,map00230
3375,PP_0479,KEGG_pathway,map00240
3376,PP_0479,KEGG_pathway,map01100
3377,PP_0479,KEGG_pathway,map03020
3379,PP_0480,KEGG_pathway,map03010
3393,PP_0481,KEGG_pathway,map00380
3394,PP_0481,KEGG_pathway,map00630
3395,PP_0481,KEGG_pathway,map01110
3396,PP_0481,KEGG_pathway,map01130
3397,PP_0481,KEGG_pathway,map01200
3398,PP_0481,KEGG_pathway,map04011
3399,PP_0481,KEGG_pathway,map04016
3400,PP_0481,KEGG_pathway,map04068
3401,PP_0481,KEGG_pathway,map04146
3402,PP_0481,KEGG_pathway,map04211
3403,PP_0481,KEGG_pathway,map04212
3404,PP_0481,KEGG_pathway,map04213
3405,PP_0481,KEGG_pathway,map05014
3407,PP_0482,KEGG_pathway,map00860
3409,PP_0483,KEGG_pathway,map03420
3413,PP_0485,KEGG_pathway,map03030
3414,PP_0485,KEGG_pathway,map03430
3415,PP_0485,KEGG_pathway,map03440
3420,PP_0488,KEGG_pathway,map00240
3421,PP_0488,KEGG_pathway,map00260
3422,PP_0488,KEGG_pathway,map00430
3423,PP_0488,KEGG_pathway,map01100
3429,PP_0490,KEGG_pathway,map00630
3430,PP_0490,KEGG_pathway,map00680
3431,PP_0490,KEGG_pathway,map01100
3432,PP_0490,KEGG_pathway,map01120
3433,PP_0490,KEGG_pathway,map01200
3436,PP_0493,KEGG_pathway,map00450
3437,PP_0493,KEGG_pathway,map00970
3442,PP_0495,KEGG_pathway,map00250
3443,PP_0495,KEGG_pathway,map00460
3444,PP_0495,KEGG_pathway,map01100
3445,PP_0495,KEGG_pathway,map01110
3449,PP_0500,KEGG_pathway,map00521
3450,PP_0500,KEGG_pathway,map00523
3451,PP_0500,KEGG_pathway,map01130
3455,PP_0501,KEGG_pathway,map00052
3456,PP_0501,KEGG_pathway,map00520
3457,PP_0501,KEGG_pathway,map01100
3462,PP_0514,KEGG_pathway,map00740
3463,PP_0514,KEGG_pathway,map01100
3464,PP_0514,KEGG_pathway,map01110
3465,PP_0514,KEGG_pathway,map02024
3469,PP_0515,KEGG_pathway,map00740
3470,PP_0515,KEGG_pathway,map01100
3471,PP_0515,KEGG_pathway,map01110
3476,PP_0516,KEGG_pathway,map00740
3477,PP_0516,KEGG_pathway,map00790
3478,PP_0516,KEGG_pathway,map01100
3479,PP_0516,KEGG_pathway,map01110
3483,PP_0517,KEGG_pathway,map00740
3484,PP_0517,KEGG_pathway,map01100
3485,PP_0517,KEGG_pathway,map01110
3488,PP_0519,KEGG_pathway,map00730
3489,PP_0519,KEGG_pathway,map01100
3492,PP_0520,KEGG_pathway,map00564
3493,PP_0520,KEGG_pathway,map01100
3499,PP_0522,KEGG_pathway,map00740
3500,PP_0522,KEGG_pathway,map00790
3501,PP_0522,KEGG_pathway,map01100
3502,PP_0522,KEGG_pathway,map01110
3503,PP_0522,KEGG_pathway,map02024
3509,PP_0527,KEGG_pathway,map00730
3510,PP_0527,KEGG_pathway,map00900
3511,PP_0527,KEGG_pathway,map01100
3512,PP_0527,KEGG_pathway,map01110
3513,PP_0527,KEGG_pathway,map01130
3518,PP_0528,KEGG_pathway,map00900
3519,PP_0528,KEGG_pathway,map01100
3520,PP_0528,KEGG_pathway,map01110
3521,PP_0528,KEGG_pathway,map01130
3523,PP_0529,KEGG_pathway,map03430
3527,PP_0530,KEGG_pathway,map00740
3528,PP_0530,KEGG_pathway,map01100
3529,PP_0530,KEGG_pathway,map01110
3531,PP_0533,KEGG_pathway,map02020
3533,PP_0534,KEGG_pathway,map02020
3535,PP_0538,KEGG_pathway,map00190
3538,PP_0542,KEGG_pathway,map00564
3539,PP_0542,KEGG_pathway,map01100
3542,PP_0543,KEGG_pathway,map00564
3543,PP_0543,KEGG_pathway,map01100
3549,PP_0545,KEGG_pathway,map00010
3550,PP_0545,KEGG_pathway,map00620
3551,PP_0545,KEGG_pathway,map01100
3552,PP_0545,KEGG_pathway,map01110
3553,PP_0545,KEGG_pathway,map01120
3561,PP_0548,KEGG_pathway,map00130
3562,PP_0548,KEGG_pathway,map00627
3563,PP_0548,KEGG_pathway,map00940
3564,PP_0548,KEGG_pathway,map01100
3565,PP_0548,KEGG_pathway,map01110
3566,PP_0548,KEGG_pathway,map01120
3567,PP_0548,KEGG_pathway,map01220
3576,PP_0553,KEGG_pathway,map00010
3577,PP_0553,KEGG_pathway,map00020
3578,PP_0553,KEGG_pathway,map00620
3579,PP_0553,KEGG_pathway,map01100
3580,PP_0553,KEGG_pathway,map01110
3581,PP_0553,KEGG_pathway,map01120
3582,PP_0553,KEGG_pathway,map01130
3583,PP_0553,KEGG_pathway,map01200
3594,PP_0558,KEGG_pathway,map00061
3595,PP_0558,KEGG_pathway,map00620
3596,PP_0558,KEGG_pathway,map00640
3597,PP_0558,KEGG_pathway,map00720
3598,PP_0558,KEGG_pathway,map01100
3599,PP_0558,KEGG_pathway,map01110
3600,PP_0558,KEGG_pathway,map01120
3601,PP_0558,KEGG_pathway,map01130
3602,PP_0558,KEGG_pathway,map01200
3603,PP_0558,KEGG_pathway,map01212
3614,PP_0559,KEGG_pathway,map00061
3615,PP_0559,KEGG_pathway,map00620
3616,PP_0559,KEGG_pathway,map00640
3617,PP_0559,KEGG_pathway,map00720
3618,PP_0559,KEGG_pathway,map01100
3619,PP_0559,KEGG_pathway,map01110
3620,PP_0559,KEGG_pathway,map01120
3621,PP_0559,KEGG_pathway,map01130
3622,PP_0559,KEGG_pathway,map01200
3623,PP_0559,KEGG_pathway,map01212
3629,PP_0560,KEGG_pathway,map00400
3630,PP_0560,KEGG_pathway,map01100
3631,PP_0560,KEGG_pathway,map01110
3632,PP_0560,KEGG_pathway,map01130
3633,PP_0560,KEGG_pathway,map01230
3635,PP_0566,KEGG_pathway,map03013
3638,PP_0567,KEGG_pathway,map00330
3639,PP_0567,KEGG_pathway,map01100
3647,PP_0581,KEGG_pathway,map00061
3648,PP_0581,KEGG_pathway,map00333
3649,PP_0581,KEGG_pathway,map00780
3650,PP_0581,KEGG_pathway,map01040
3651,PP_0581,KEGG_pathway,map01100
3652,PP_0581,KEGG_pathway,map01130
3653,PP_0581,KEGG_pathway,map01212
3673,PP_0582,KEGG_pathway,map00071
3674,PP_0582,KEGG_pathway,map00072
3675,PP_0582,KEGG_pathway,map00280
3676,PP_0582,KEGG_pathway,map00310
3677,PP_0582,KEGG_pathway,map00362
3678,PP_0582,KEGG_pathway,map00380
3679,PP_0582,KEGG_pathway,map00620
3680,PP_0582,KEGG_pathway,map00630
3681,PP_0582,KEGG_pathway,map00640
3682,PP_0582,KEGG_pathway,map00650
3683,PP_0582,KEGG_pathway,map00720
3684,PP_0582,KEGG_pathway,map00900
3685,PP_0582,KEGG_pathway,map01100
3686,PP_0582,KEGG_pathway,map01110
3687,PP_0582,KEGG_pathway,map01120
3688,PP_0582,KEGG_pathway,map01130
3689,PP_0582,KEGG_pathway,map01200
3690,PP_0582,KEGG_pathway,map01212
3691,PP_0582,KEGG_pathway,map02020
3694,PP_0584,KEGG_pathway,map02020
3695,PP_0584,KEGG_pathway,map02030
3698,PP_0586,KEGG_pathway,map01524
3699,PP_0586,KEGG_pathway,map04016
3701,PP_0588,KEGG_pathway,map04978
3704,PP_0591,KEGG_pathway,map00230
3705,PP_0591,KEGG_pathway,map01100
3710,PP_0596,KEGG_pathway,map00280
3711,PP_0596,KEGG_pathway,map00410
3712,PP_0596,KEGG_pathway,map00640
3713,PP_0596,KEGG_pathway,map01100
3720,PP_0597,KEGG_pathway,map00280
3721,PP_0597,KEGG_pathway,map00410
3722,PP_0597,KEGG_pathway,map00562
3723,PP_0597,KEGG_pathway,map00640
3724,PP_0597,KEGG_pathway,map01100
3725,PP_0597,KEGG_pathway,map01200
3729,PP_0602,KEGG_pathway,map00740
3730,PP_0602,KEGG_pathway,map01100
3731,PP_0602,KEGG_pathway,map01110
3733,PP_0603,KEGG_pathway,map00970
3735,PP_0604,KEGG_pathway,map03060
3740,PP_0606,KEGG_pathway,map00900
3741,PP_0606,KEGG_pathway,map01100
3742,PP_0606,KEGG_pathway,map01110
3743,PP_0606,KEGG_pathway,map01130
3746,PP_0612,KEGG_pathway,map00730
3747,PP_0612,KEGG_pathway,map01100
3750,PP_0613,KEGG_pathway,map00970
3751,PP_0613,KEGG_pathway,map01100
